zone_id,h3_cell,resolution,version,data_source,provenance
IAL_DR08-37,88464e776dfffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e7769fffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e770bfffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e7761fffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e771dfffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e776bfffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e774dfffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e770dfffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e7709fffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e7701fffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e7297fffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e7291fffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e7293fffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e729bfffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e72bbfffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e7295fffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e7283fffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e7287fffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR08-37,88464e0da3fffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR08-37 polygon
IAL_DR09-38,885d144c03fffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR09-38 polygon
IAL_DR09-38,885d144f37fffff,8,2026.01,IAL polyfill 2026,Polyfill res8 from IAL DR09-38 polygon
